id,amenity,geometry,risk_score
7484472697,hospital,POINT (77.8771189 29.8670308),0.8
7484472698,hospital,POINT (77.8761046 29.8714554),0.8
7484472702,hospital,POINT (77.889025 29.877287),0.8
7484472704,clinic,POINT (77.884007 29.8828624),0.7
7484472705,hospital,POINT (77.879154 29.870472),0.8
7484472706,clinic,POINT (77.8879958 29.8761489),0.7
7484472708,clinic,POINT (77.8730803 29.8781049),0.7
7485849747,clinic,POINT (79.463687 29.3797646),0.7
7485849750,hospital,POINT (79.5176568 29.2185998),0.8
7485849752,clinic,POINT (79.5323132 29.2425304),0.7
7485849754,clinic,POINT (79.5235101 29.2251139),0.7
7485849756,hospital,POINT (79.4860874 29.2189847),0.8
7485849759,hospital,POINT (79.5298069 29.2222366),0.8
7485849761,hospital,POINT (79.5177473 29.2112171),0.8
7485849763,clinic,POINT (79.5299329 29.2295539),0.7
7485849769,clinic,POINT (79.5238939 29.2165914),0.7
7485849770,hospital,POINT (79.5175961 29.2063945),0.8
7485849775,clinic,POINT (79.5130452 29.2158222),0.7
7485849777,clinic,POINT (79.517135 29.2163307),0.7
7485849779,clinic,POINT (79.4634949 29.3794947),0.7
7485849781,clinic,POINT (79.4533099 29.3918513),0.7
7485849782,clinic,POINT (79.5355306 29.2296167),0.7
7485849783,hospital,POINT (79.4661331 29.3821034),0.8
7485849788,clinic,POINT (79.515717 29.2169386),0.7
7485849789,clinic,POINT (79.5323318 29.2333852),0.7
7485849793,clinic,POINT (79.529474 29.2243998),0.7
7485849794,clinic,POINT (79.4637639 29.3790378),0.7
7485849796,hospital,POINT (79.5192176 29.2192969),0.8
7485849803,hospital,POINT (79.457564 29.3905118),0.8
7485849804,hospital,POINT (79.5029556 29.2139357),0.8
7485849807,clinic,POINT (79.5338597 29.2337151),0.7
7485849811,hospital,POINT (79.4663031 29.3811088),0.8
7485849813,clinic,POINT (79.49729 29.2204867),0.7
7485849815,hospital,POINT (79.4950299 29.2274365),0.8
7485849817,hospital,POINT (79.5181515 29.2138575),0.8
7485849819,hospital,POINT (79.5133184 29.2172989),0.8
7485849822,clinic,POINT (79.5148597 29.2241294),0.7
7485849824,clinic,POINT (79.5301283 29.2295035),0.7
7485849825,clinic,POINT (79.4527326 29.3922671),0.7
7485849826,clinic,POINT (79.5401159 29.2583272),0.7
7485849828,clinic,POINT (79.5296389 29.2277315),0.7
7485849829,hospital,POINT (79.5109747 29.2215294),0.8
7485849832,clinic,POINT (79.531891 29.2393792),0.7
7486360392,clinic,POINT (78.7769901 30.1469778),0.7
7486360393,hospital,POINT (80.218507 29.590269),0.8
7486360394,clinic,POINT (79.3965071 28.9757616),0.7
7486360395,hospital,POINT (78.8562064 29.7734336),0.8
7486360397,clinic,POINT (79.4029395 28.9827288),0.7
7486360400,clinic,POINT (78.5220529 29.7469526),0.7
7486360401,hospital,POINT (79.5045806 28.9174663),0.8
7486360402,hospital,POINT (78.3896113 30.351262),0.8
7486360403,clinic,POINT (78.5239148 29.7502958),0.7
7486360405,clinic,POINT (79.401974 28.9827607),0.7
7486360406,hospital,POINT (80.2202737 29.5823337),0.8
7486360407,hospital,POINT (79.4004584 28.9842477),0.8
7486360409,clinic,POINT (78.8556723 29.8990279),0.7
7486360411,clinic,POINT (78.7762836 30.1470093),0.7
7486360412,hospital,POINT (80.2124683 29.5860683),0.8
7486360414,hospital,POINT (78.9970565 29.9160548),0.8
7486360415,hospital,POINT (80.212809 29.5831128),0.8
7486360417,clinic,POINT (78.5142579 29.7445864),0.7
7486360420,clinic,POINT (78.5212283 29.7463883),0.7
7486360424,hospital,POINT (79.5195218 28.9192841),0.8
7486360425,hospital,POINT (78.7442055 29.9484289),0.8
7486360428,clinic,POINT (79.4051842 28.9859249),0.7
7486360430,hospital,POINT (80.2247678 29.5814463),0.8
7486360431,hospital,POINT (79.5074894 28.8992039),0.8
7486360432,hospital,POINT (79.397809 28.981322),0.8
7486360434,clinic,POINT (79.5208826 28.9092411),0.7
7486360435,hospital,POINT (80.213568 29.58602),0.8
7486360439,hospital,POINT (78.5147889 29.7429784),0.8
7486360440,clinic,POINT (78.4381082 30.3797606),0.7
7486360442,clinic,POINT (78.5203153 29.7483632),0.7
7486360444,hospital,POINT (79.3974043 28.9822091),0.8
7486360445,hospital,POINT (78.6927498 29.9449769),0.8
7486360446,hospital,POINT (78.5246568 29.752302),0.8
7486360448,hospital,POINT (80.2210437 29.5846352),0.8
7486360449,clinic,POINT (80.2128158 29.5856287),0.7
7486360451,clinic,POINT (78.5151057 29.7391875),0.7
7486360452,clinic,POINT (80.2046227 29.5847077),0.7
7486360454,hospital,POINT (78.7104152 29.9227533),0.8
7486360455,hospital,POINT (78.9831496 30.2835311),0.8
7486360457,clinic,POINT (78.5217593 29.7479333),0.7
7486360458,clinic,POINT (78.4396013 30.382396),0.7
7486360459,clinic,POINT (78.5124004 29.7433341),0.7
7486360460,hospital,POINT (78.4421467 30.3828215),0.8
7486360461,clinic,POINT (79.4020783 28.9841513),0.7
7486360463,hospital,POINT (79.51508 28.9114915),0.8
7486360464,hospital,POINT (79.3995814 28.9805276),0.8
7486360465,clinic,POINT (79.4041858 28.9862055),0.7
7486360467,clinic,POINT (79.4014849 28.9823392),0.7
7486360468,clinic,POINT (78.9146675 29.9588543),0.7
7486360469,hospital,POINT (80.2156141 29.5825427),0.8
7486360471,hospital,POINT (80.1963611 29.6080215),0.8
7486360472,clinic,POINT (79.403493 28.9829763),0.7
7486360473,clinic,POINT (78.5247152 29.751371),0.7
7486360476,clinic,POINT (78.3924745 30.3453103),0.7
7486360477,clinic,POINT (78.681064 29.838724),0.7
7486360479,hospital,POINT (79.4026841 28.9863129),0.8
7486360480,hospital,POINT (78.711823 29.9161472),0.8
7486360481,hospital,POINT (79.398875 28.981505),0.8
7486360483,hospital,POINT (79.5134201 28.9107964),0.8
7492121981,hospital,POINT (78.9176067 29.1295364),0.8
7492121998,hospital,POINT (78.942928 29.1360306),0.8
7642965252,school,POINT (78.0523205 30.3179525),0.4
7781694225,school,POINT (78.0435483 30.323706),0.4
7832951659,shelter,POINT (80.2644533 30.2008325),0.9
7833009775,shelter,POINT (79.7880374 30.4795045),0.9
7835769678,shelter,POINT (78.882713 30.6109141),0.9
7841015759,shelter,POINT (78.258787 31.146257),0.9
8073439819,shelter,POINT (79.7497168 30.4968451),0.9
8073442817,shelter,POINT (79.7308195 30.4966833),0.9
8133990993,school,POINT (79.1501618 29.1564057),0.4
8134067099,hospital,POINT (79.1474332 29.1548143),0.8
8134075646,school,POINT (79.1453648 29.1569002),0.4
8134106388,school,POINT (79.1511876 29.1599864),0.4
8134113278,school,POINT (79.150698 29.1595168),0.4
8134173936,clinic,POINT (79.1521903 29.154466),0.7
8134741134,hospital,POINT (79.1508074 29.163026),0.8
8136029470,school,POINT (79.153697 29.1516602),0.4
8137045368,school,POINT (79.1547855 29.160831),0.4
8149377341,shelter,POINT (78.1407327 30.5868854),0.9
8172650776,pharmacy,POINT (79.4921987 29.2054422),0.6
8172650782,pharmacy,POINT (79.4933347 29.2067461),0.6
8189896907,hospital,POINT (79.511867 29.2197558),0.8
8195695930,shelter,POINT (78.4073189 30.7049425),0.9
8212841706,hospital,POINT (79.3126054 29.8244653),0.8
8223867471,shelter,POINT (78.7613288 30.5817775),0.9
8226781899,hospital,POINT (79.5643166 29.898266),0.8
8230064440,hospital,POINT (79.321627 29.9848083),0.8
8233012075,clinic,POINT (80.2863381 29.2923375),0.7
8236527614,hospital,POINT (78.0812465 30.3342006),0.8
8238940546,hospital,POINT (78.6386719 30.1314269),0.8
8239125409,hospital,POINT (78.5180533 29.7221175),0.8
8239172655,hospital,POINT (78.9245689 30.1121834),0.8
8239402701,hospital,POINT (79.0936845 29.9168118),0.8
8239437776,hospital,POINT (78.4927755 29.9867259),0.8
8239511081,hospital,POINT (78.4093688 29.775841),0.8
8241975245,hospital,POINT (78.6798388 29.835445),0.8
8242135311,hospital,POINT (79.0669778 29.7235629),0.8
8242292598,hospital,POINT (77.7557132 29.941819),0.8
8242329042,hospital,POINT (77.7563411 29.8432752),0.8
8242342979,hospital,POINT (77.9958135 29.943296),0.8
8244775251,pharmacy,POINT (79.4987374 29.2058297),0.6
8246380497,hospital,POINT (77.8444447 29.8907886),0.8
8246919619,hospital,POINT (77.9381181 29.8988903),0.8
8247021679,hospital,POINT (77.8071355 29.7488999),0.8
8247453125,hospital,POINT (79.431967 29.2245526),0.8
8250736937,hospital,POINT (79.710084 29.4278194),0.8
8253787884,hospital,POINT (80.2293959 29.5054672),0.8
8253816567,hospital,POINT (80.3367828 29.7623028),0.8
8256476232,hospital,POINT (79.0319136 30.4118149),0.8
8256486598,hospital,POINT (78.9271673 30.3487485),0.8
8256488869,hospital,POINT (79.0561296 30.4392191),0.8
8256506176,hospital,POINT (79.1362881 30.4820658),0.8
8265626138,hospital,POINT (78.0050379 30.5711946),0.8
8265671494,hospital,POINT (78.2837187 30.3747264),0.8
8266127301,clinic,POINT (78.0726454 30.3693603),0.7
8268833450,hospital,POINT (78.4927627 30.4026298),0.8
8269148141,hospital,POINT (78.4708726 30.3792323),0.8
8272738977,hospital,POINT (79.6159277 28.9940137),0.8
8272813291,hospital,POINT (78.9474307 29.282333),0.8
8273102389,hospital,POINT (78.7951476 29.2741427),0.8
8273116031,hospital,POINT (79.2396751 29.0484444),0.8
8273126281,hospital,POINT (78.7670441 29.3279911),0.8
8273144221,hospital,POINT (79.7987848 28.9833021),0.8
8273389816,hospital,POINT (79.1486021 29.0721697),0.8
8273615769,hospital,POINT (79.8117115 28.9398284),0.8
8273721531,hospital,POINT (79.0506864 29.2175812),0.8
8276623754,hospital,POINT (79.4658232 28.8866577),0.8
8276795354,hospital,POINT (79.4586447 28.9040036),0.8
8276801193,hospital,POINT (78.5298966 30.7409908),0.8
8276802646,hospital,POINT (79.7257544 28.9803333),0.8
8277158562,hospital,POINT (78.4054602 30.5479456),0.8
8324662042,shelter,POINT (80.1135618 30.0792149),0.9
8330281453,school,POINT (78.0559592 30.3429054),0.4
8341038519,school,POINT (78.0190093 30.3409389),0.4
8512755850,hospital,POINT (78.0665833 30.3519545),0.8
8581805782,school,POINT (80.2401697 30.0672602),0.4
8586211364,hospital,POINT (80.3842385 29.7524886),0.8
8588406835,police,POINT (79.2195035 29.2126845),0.5
8818519318,hospital,POINT (78.0417924 30.3206193),0.8
8984847737,police,POINT (79.4768737 29.0254191),0.5
9173720733,police,POINT (79.4928545 29.2116095),0.5
9175791308,school,POINT (78.0925719 30.3540543),0.4
9175859751,pharmacy,POINT (79.4789737 29.1952431),0.6
9202156618,police,POINT (79.4307987 29.2229045),0.5
9378197600,hospital,POINT (79.554001 29.2600661),0.8
9378214144,police,POINT (79.5506322 29.2654621),0.5
9378376477,police,POINT (78.4425796 30.3850358),0.5
9381729638,school,POINT (78.2048244 30.1851603),0.4
9385639317,hospital,POINT (78.0418042 30.3206591),0.8
9427502917,school,POINT (78.0043207 30.2877751),0.4
9544097317,school,POINT (78.0856396 30.3004167),0.4
9553494328,school,POINT (79.526388 29.2092389),0.4
9553494329,school,POINT (79.5275123 29.210511),0.4
9629376628,school,POINT (79.5417714 29.2392113),0.4
9633825594,pharmacy,POINT (79.4994204 29.207556),0.6
9633825613,pharmacy,POINT (79.5029594 29.2071657),0.6
9634904142,pharmacy,POINT (79.4947872 29.2102869),0.6
9651885849,pharmacy,POINT (79.4936971 29.2067817),0.6
9651885859,pharmacy,POINT (79.4913079 29.2045128),0.6
9651936244,pharmacy,POINT (79.4881777 29.2019307),0.6
9651936265,pharmacy,POINT (79.4872714 29.200625),0.6
9657803276,school,POINT (79.4638133 29.37419),0.4
9657803277,school,POINT (79.4646173 29.3741883),0.4
9660408152,pharmacy,POINT (79.4860162 29.1971512),0.6
9660408172,pharmacy,POINT (79.4885082 29.1961797),0.6
9660408218,pharmacy,POINT (79.4920298 29.1967749),0.6
9660408272,pharmacy,POINT (79.4958658 29.2020928),0.6
9665481006,pharmacy,POINT (79.4905323 29.2040216),0.6
9665596085,pharmacy,POINT (79.4871609 29.2004269),0.6
9665596098,pharmacy,POINT (79.4868564 29.1995222),0.6
9665596110,pharmacy,POINT (79.4861214 29.1975344),0.6
9665796342,pharmacy,POINT (79.4806732 29.2034233),0.6
9665796354,clinic,POINT (79.4816956 29.2038085),0.7
9665796389,pharmacy,POINT (79.4830873 29.2048513),0.6
9667732357,pharmacy,POINT (79.4903404 29.2098747),0.6
9667732371,pharmacy,POINT (79.4897706 29.2094971),0.6
9667779967,clinic,POINT (79.4888662 29.2087242),0.7
9667780003,pharmacy,POINT (79.4856965 29.2064019),0.6
9811866697,police,POINT (79.4532981 29.3912777),0.5
9841478658,hospital,POINT (79.0698635 30.7245448),0.8
9841505478,shelter,POINT (79.0722191 30.7168494),0.9
9857199417,shelter,POINT (79.055968 30.6934532),0.9
9860227117,school,POINT (78.3265017 30.122271),0.4
9867305261,police,POINT (79.4636386 29.2429019),0.5
9867305284,hospital,POINT (79.45212 29.2470856),0.8
9868185417,school,POINT (78.0061723 30.3223665),0.4
9960699990,hospital,POINT (79.5046703 29.193107),0.8
9967549884,clinic,POINT (79.524043 29.2205393),0.7
9994761007,pharmacy,POINT (79.4800749 29.1914079),0.6
9994904199,pharmacy,POINT (79.5089363 29.1933291),0.6
9994904240,pharmacy,POINT (79.504747 29.1942174),0.6
9995010356,pharmacy,POINT (79.5037549 29.194354),0.6
9995010364,pharmacy,POINT (79.5050597 29.1943169),0.6
9995010373,pharmacy,POINT (79.5088234 29.1941799),0.6
9995010384,pharmacy,POINT (79.5089253 29.1937292),0.6
9995010388,pharmacy,POINT (79.5089576 29.1935554),0.6
10012603021,clinic,POINT (78.2927184 30.1088429),0.7
10173583536,clinic,POINT (78.0206133 30.3382771),0.7
10206660028,school,POINT (79.5265682 29.374611),0.4
10708656301,school,POINT (78.6797583 29.8437999),0.4
10709310640,school,POINT (78.6738488 29.8491126),0.4
10709310643,school,POINT (78.6721962 29.8466272),0.4
10790105930,hospital,POINT (78.0159348 30.3352245),0.8
10830489233,police,POINT (78.9803807 30.2863625),0.5
10841438208,clinic,POINT (78.0431496 30.3091025),0.7
10931077706,pharmacy,POINT (79.6135257 29.8972264),0.6
10933960314,police,POINT (79.5348486 29.0355809),0.5
10941749133,shelter,POINT (78.1423139 31.0505531),0.9
10941781180,shelter,POINT (78.1810619 31.013094),0.9
10946268605,fire_station,POINT (79.569165 30.0034944),0.6
10958926231,school,POINT (79.7754461 29.8173555),0.4
10959438891,shelter,POINT (78.6573811 30.6918086),0.9
11038819482,hospital,POINT (79.5238428 29.2105666),0.8
11038819484,hospital,POINT (79.5239034 29.2108969),0.8
11038819485,hospital,POINT (79.5237031 29.211003),0.8
11038819503,clinic,POINT (79.5278602 29.2127126),0.7
11039189613,clinic,POINT (79.5255649 29.2110334),0.7
11039189629,hospital,POINT (79.5230901 29.2087293),0.8
11039189630,pharmacy,POINT (79.5225556 29.2088604),0.6
11039189632,clinic,POINT (79.5209777 29.2073919),0.7
11056236045,school,POINT (79.6099668 29.2814783),0.4
11056588403,hospital,POINT (79.6964471 29.301077),0.8
11068984057,hospital,POINT (79.401314 28.9916425),0.8
11070580710,hospital,POINT (79.4172811 28.9603167),0.8
11070849936,community_centre,POINT (79.3806654 28.979644),0.3
11084023644,police,POINT (79.1545965 29.1618734),0.5
11086011448,police,POINT (79.391343 28.9759244),0.5
11086014212,fire_station,POINT (79.4175248 29.0013152),0.6
11086014213,police,POINT (79.4171422 29.0012823),0.5
11160126123,shelter,POINT (79.5956357 30.705652),0.9
11160127888,shelter,POINT (79.5969513 30.7049106),0.9
11163209946,shelter,POINT (79.5791293 30.6441306),0.9
11163213526,shelter,POINT (79.5862271 30.6556206),0.9
11163318018,police,POINT (79.5577105 30.6239016),0.5
11174256231,pharmacy,POINT (79.4828878 29.3443161),0.6
11174260186,police,POINT (79.4846462 29.3397888),0.5
11226361887,school,POINT (77.9335153 30.3774885),0.4
11335282455,pharmacy,POINT (77.8782944 29.8846995),0.6
11335282456,pharmacy,POINT (77.8778323 29.8837897),0.6
11335282458,pharmacy,POINT (77.8784501 29.8848689),0.6
11335282462,pharmacy,POINT (77.8778813 29.883748),0.6
11335282465,pharmacy,POINT (77.8777302 29.8838601),0.6
11335282466,pharmacy,POINT (77.8777825 29.8838179),0.6
11335293170,pharmacy,POINT (77.8787575 29.8851938),0.6
11346671863,police,POINT (79.519623 29.1117772),0.5
11349070130,fire_station,POINT (77.8574331 30.3737793),0.6
11349070253,school,POINT (77.8846835 30.3432096),0.4
11350658929,pharmacy,POINT (79.52779 29.2141613),0.6
11350658932,pharmacy,POINT (79.5277741 29.2141582),0.6
11350668671,pharmacy,POINT (79.5277421 29.2144545),0.6
11350775899,police,POINT (79.5292162 29.2173032),0.5
11351259740,hospital,POINT (79.5188616 29.2179325),0.8
11351306002,hospital,POINT (79.5114044 29.2203482),0.8
11351404937,police,POINT (79.4875481 29.2309795),0.5
11356065608,police,POINT (79.4197522 29.2277612),0.5
11358410443,police,POINT (79.5242044 29.1951309),0.5
11360280841,school,POINT (79.4890302 29.1699439),0.4
11360326538,school,POINT (79.5238405 29.2085035),0.4
11360326539,school,POINT (79.5291472 29.2096482),0.4
11360326556,school,POINT (79.5325565 29.2024828),0.4
11360326566,hospital,POINT (79.5294188 29.1964497),0.8
11360326567,school,POINT (79.5280869 29.1957103),0.4
11360326568,school,POINT (79.5288477 29.1942389),0.4
11360334773,school,POINT (79.5337737 29.212729),0.4
11360364207,school,POINT (79.5275221 29.218083),0.4
11360364218,school,POINT (79.5296501 29.2293927),0.4
11360364220,school,POINT (79.5300944 29.23159),0.4
11360364232,school,POINT (79.5308799 29.2345084),0.4
11360364240,school,POINT (79.5356452 29.2385382),0.4
11360387685,school,POINT (79.524822 29.2324887),0.4
11361825103,community_centre,POINT (79.4750992 29.2194358),0.3
11378912329,school,POINT (79.4299685 29.2384812),0.4
11378968470,school,POINT (79.4516951 29.2541031),0.4
11378968477,school,POINT (79.4256756 29.2679848),0.4
11378968487,school,POINT (79.4197031 29.2724407),0.4
11378977860,school,POINT (79.4888677 29.2444858),0.4
11379037685,police,POINT (79.5443971 29.2716553),0.5
11379037686,school,POINT (79.5447275 29.2728987),0.4
11379037769,school,POINT (79.5017393 29.2737027),0.4
11379037770,school,POINT (79.5022898 29.2750567),0.4
11379037771,school,POINT (79.4880051 29.2882342),0.4
11379037783,school,POINT (79.4472849 29.3020082),0.4
11379037784,school,POINT (79.4350084 29.3082901),0.4
11379037785,school,POINT (79.4609304 29.3058281),0.4
11379037786,school,POINT (79.4654134 29.3044205),0.4
11379037864,school,POINT (79.4913939 29.3185865),0.4
11379037865,school,POINT (79.4889894 29.3228379),0.4
11379037898,school,POINT (79.4877976 29.3273956),0.4
11379120180,school,POINT (79.4834847 29.3396748),0.4
11379120236,school,POINT (79.4873299 29.3427043),0.4
11379120262,school,POINT (79.4773265 29.350343),0.4
11379120263,school,POINT (79.4767961 29.3509759),0.4
11379120307,school,POINT (79.4672619 29.3674412),0.4
11379120349,school,POINT (79.4650259 29.3758981),0.4
11379120350,school,POINT (79.4650695 29.3757292),0.4
11379120351,school,POINT (79.4636013 29.3752401),0.4
11379120352,school,POINT (79.4635773 29.3751029),0.4
11379120353,school,POINT (79.4584294 29.3782641),0.4
11389723405,clinic,POINT (79.5174221 29.2101137),0.7
11399830631,school,POINT (77.9180602 29.8475022),0.4
11401560856,pharmacy,POINT (77.9151802 29.8440027),0.6
11401560857,pharmacy,POINT (77.9159857 29.8451745),0.6
11411992526,school,POINT (78.042567 30.2943093),0.4
11438148469,pharmacy,POINT (78.3276959 30.123036),0.6
11438148670,pharmacy,POINT (78.3158257 30.1208101),0.6
11476456750,hospital,POINT (78.1194207 29.918719),0.8
11508050823,shelter,POINT (79.2883012 30.474654),0.9
11508050824,shelter,POINT (79.2872954 30.4745205),0.9
11508050825,shelter,POINT (79.2847441 30.4731635),0.9
11508050826,shelter,POINT (79.2862795 30.4724931),0.9
11542973781,police,POINT (79.1272471 29.3913346),0.5
11549954910,police,POINT (79.5546639 29.3503161),0.5
11691647039,hospital,POINT (78.0660533 30.3286997),0.8
11691681423,school,POINT (79.5405111 29.2568276),0.4
11718292127,hospital,POINT (78.0595528 30.3321602),0.8
11778269180,hospital,POINT (78.0520814 30.2994218),0.8
11836680658,shelter,POINT (78.9040757 29.5729186),0.9
11860290763,hospital,POINT (78.2736127 30.0903364),0.8
11860352788,hospital,POINT (78.2884113 30.0987913),0.8
11860363957,police,POINT (78.3202278 30.1281554),0.5
11860366714,school,POINT (78.2514773 30.07157),0.4
11929767034,hospital,POINT (78.0480676 30.2864273),0.8
11972428760,shelter,POINT (78.6715228 30.6264653),0.9
11972462298,shelter,POINT (78.6693851 30.6188939),0.9
11972465103,shelter,POINT (78.6761676 30.7089145),0.9
11972483824,shelter,POINT (78.7530323 30.7042189),0.9
11972506986,shelter,POINT (78.6610812 30.6115783),0.9
11972512308,shelter,POINT (78.668543 30.6159463),0.9
12000440483,school,POINT (79.5926979 29.1287044),0.4
12000478152,school,POINT (79.5893829 29.1517465),0.4
12000482628,school,POINT (79.5786009 29.1568021),0.4
12000495614,police,POINT (79.5657604 29.1940771),0.5
12000495650,school,POINT (79.5567758 29.2106638),0.4
12000522783,school,POINT (79.5767389 29.2018521),0.4
12000522791,school,POINT (79.6033557 29.255214),0.4
12000522792,school,POINT (79.604868 29.2592995),0.4
12000522793,school,POINT (79.5969617 29.2629523),0.4
12000522794,school,POINT (79.5928884 29.281844),0.4
12000522795,school,POINT (79.633013 29.2625264),0.4
12000522796,school,POINT (79.6583141 29.2550874),0.4
12000522797,school,POINT (79.6578877 29.2550141),0.4
12000523716,school,POINT (79.6082904 29.2923688),0.4
12000523717,school,POINT (79.6159159 29.3008702),0.4
12000523718,school,POINT (79.6235863 29.2988492),0.4
12000523719,school,POINT (79.6332508 29.2973716),0.4
12000523720,school,POINT (79.6521585 29.2817445),0.4
12000523721,school,POINT (79.6434053 29.2848635),0.4
12000523722,school,POINT (79.6505894 29.2966741),0.4
12000523723,school,POINT (79.6407796 29.3024084),0.4
12000523724,school,POINT (79.6361826 29.3027424),0.4
12000523725,school,POINT (79.6164873 29.3174469),0.4
12049287598,pharmacy,POINT (79.5897408 30.6730483),0.6
12049302345,pharmacy,POINT (79.6149985 30.6993331),0.6
12049303606,school,POINT (79.1020139 30.3016883),0.4
12049320442,hospital,POINT (78.2771924 30.0691971),0.8
12049326859,pharmacy,POINT (79.5943939 30.7015733),0.6
12049327970,fire_station,POINT (79.0506377 30.3008284),0.6
12119806301,community_centre,POINT (78.050272 30.3244662),0.3
12254150355,school,POINT (80.0715909 28.9945294),0.4
12254159165,police,POINT (80.0696399 28.9920011),0.5
12468580674,clinic,POINT (78.0095762 30.3070576),0.7
12539452427,school,POINT (78.3205058 30.1329051),0.4
12593314468,school,POINT (78.0617651 30.374954),0.4
12593415461,school,POINT (78.0645236 30.3731913),0.4
12593415462,school,POINT (78.0631684 30.3731722),0.4
12593415463,school,POINT (78.0652196 30.3721409),0.4
12593415465,school,POINT (78.0669653 30.3755561),0.4
12593415466,hospital,POINT (78.0671501 30.3763701),0.8
12595670031,hospital,POINT (79.4238705 28.9573095),0.8
12595672245,hospital,POINT (79.4258264 28.9579609),0.8
12595999684,community_centre,POINT (79.3974373 28.9786112),0.3
12596133537,hospital,POINT (79.3997381 28.9818127),0.8
12684189301,police,POINT (78.3118072 30.1236181),0.5
12745253001,shelter,POINT (79.0509976 30.9500585),0.9
12750131001,shelter,POINT (79.2223093 29.4082371),0.9
16070455,school,"POLYGON ((78.0531803 29.9743164, 78.0504096 29.9758624, 78.0521316 29.9774051, 78.0555863 29.9753838, 78.0542988 29.9736923, 78.0531803 29.9743164), (78.0545295 29.9754395, 78.0542344 29.9756068, 78.0540601 29.9754233, 78.0538911 29.9751828, 78.0539474 29.9751537, 78.053883 29.9750608, 78.0538268 29.9750864, 78.053757 29.9749841, 78.0538053 29.9748633, 78.0537087 29.9747146, 78.0536068 29.9746821, 78.0535049 29.9746263, 78.0533278 29.97438, 78.0542612 29.9738642, 78.0552376 29.9751421, 78.0547601 29.9754349, 78.0545295 29.9754395), (78.0532972 29.975384, 78.0530564 29.9755169, 78.0529769 29.9754087, 78.0529253 29.9754371, 78.0528037 29.9752717, 78.0528568 29.9752424, 78.0527105 29.9750433, 78.0529636 29.9749038, 78.0529401 29.9748718, 78.0530162 29.9748298, 78.0530446 29.9748684, 78.0532575 29.974751, 78.0533902 29.9749317, 78.0534316 29.974909, 78.0534544 29.97494, 78.0534771 29.9749709, 78.0534387 29.9749921, 78.0535599 29.9751572, 78.0535075 29.9751861, 78.05355 29.9752439, 78.0534113 29.9753204, 78.053441 29.9753609, 78.0533266 29.975424, 78.0532972 29.975384), (78.0526245 29.9764134, 78.0524464 29.9765084, 78.052273 29.9762642, 78.0524512 29.9761693, 78.0526245 29.9764134), (78.0518377 29.9769275, 78.0515825 29.9766222, 78.0521997 29.9762352, 78.0524734 29.9765627, 78.0524278 29.9767044, 78.0520228 29.9769368, 78.0519155 29.9769577, 78.0518377 29.9769275))",0.4
102683530,police,"POLYGON ((78.3268516 30.1226145, 78.3262385 30.1225218, 78.3261588 30.1228786, 78.3267446 30.1229704, 78.3268516 30.1226145))",0.5
157546758,school,"POLYGON ((78.043348 30.3221766, 78.043077 30.3224221, 78.0433774 30.3223503, 78.0447446 30.3219372, 78.0447936 30.3218272, 78.0442652 30.321598, 78.043348 30.3221766))",0.4
157547369,school,"POLYGON ((78.0484626 30.3311109, 78.0505387 30.3296848, 78.0502919 30.3293838, 78.0496374 30.3291245, 78.0487952 30.3281012, 78.0484948 30.3278882, 78.0484757 30.3279016, 78.0468002 30.3290736, 78.0475507 30.3302404, 78.0484626 30.3311109))",0.4
158385701,school,"POLYGON ((78.0282671 30.3327385, 78.0284972 30.333114, 78.0275037 30.3347264, 78.0276118 30.3348859, 78.0285273 30.3346014, 78.031852 30.3379999, 78.0327512 30.3373172, 78.034095 30.3362969, 78.033599 30.3350037, 78.0334343 30.3345742, 78.0333996 30.3344838, 78.0327025 30.3326663, 78.0316189 30.3309347, 78.0309537 30.3299531, 78.0299102 30.3310349, 78.029808 30.3311409, 78.0293387 30.3316275, 78.0285191 30.3324772, 78.0282671 30.3327385))",0.4
174747748,school,"POLYGON ((78.0486828 30.3222578, 78.0489027 30.3220957, 78.0492943 30.3218364, 78.0496537 30.3216327, 78.0504262 30.3212622, 78.0506891 30.3211418, 78.0508159 30.3218763, 78.0505711 30.322017, 78.0505281 30.3220031, 78.0504101 30.3220633, 78.050478 30.3221865, 78.0502116 30.3223504, 78.0501741 30.3223088, 78.0499917 30.322406, 78.0498844 30.3224477, 78.0497878 30.322494, 78.0498343 30.3225431, 78.0496323 30.322619, 78.0493533 30.322744, 78.0491568 30.3228489, 78.0489854 30.3226992, 78.0488879 30.3225806, 78.0486394 30.3223059, 78.0486828 30.3222578))",0.4
225927818,school,"POLYGON ((80.2517287 29.5801165, 80.2515892 29.5799998, 80.2511708 29.5799625, 80.2508919 29.5812361, 80.2506344 29.5818333, 80.2508597 29.5819452, 80.25138 29.5814787, 80.2515088 29.5813854, 80.2516751 29.5810029, 80.2517824 29.5810262, 80.2516804 29.5812828, 80.2514873 29.5815207, 80.2515302 29.5815487, 80.2520828 29.5812361, 80.2523242 29.5811008, 80.2524851 29.580737, 80.2526246 29.5803078, 80.2517287 29.5801165))",0.4
